movie_title,movie_imdb_link,title_year,color,genres,plot_keywords,duration,language,country,content_rating,num_critic_for_reviews,num_user_for_reviews,director_name,imdb_score,budget,gross,movie_facebook_likes,director_facebook_likes,actor_1_name,actor_2_name,actor_3_name,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,facenumber_in_poster,aspect_ratio
Despicable MeÂ ,http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1,2010,Color,Animation|Comedy|Family,girl|minion|moon|pyramid|white picket fence,87,English,USA,PG,304,296,Pierre Coffin,7.7,69000000,251501645,31000,275,Steve Carell,Miranda Cosgrove,Jack McBrayer,7000,2000,975,11608,385943,0,1.85
DestinyÂ ,http://www.imdb.com/title/tt2983582/?ref_=fn_tt_tt_1,2014,Color,Action|Adventure|Fantasy|Sci-Fi,first person shooter,,English,USA,,4,11,Joseph Kosinski,8.1,,,1000,364,Peter Dinklage,Lauren Cohan,Erick Avari,22000,4000,567,26578,3089,0,
Detention of the DeadÂ ,http://www.imdb.com/title/tt1865346/?ref_=fn_tt_tt_1,2012,Color,Comedy|Horror,based on play|blood|independent film|teenager|zombie,87,English,USA,Not Rated,29,20,Alex Craig Mann,4.6,500000,1332,898,38,Justin Chon,Christa B. Allen,Max Adler,552,533,445,2251,2038,6,2.35
DetentionÂ ,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,2011,Color,Comedy|Horror|Sci-Fi,blood splatter|detention|high school|overalls|reference to c. thomas howell,93,English,USA,R,115,76,Joseph Kahn,5.8,10000000,,0,33,Josh Hutcherson,Shanley Caswell,Parker Bagley,14000,383,123,15014,12520,2,2.35
DevilÂ ,http://www.imdb.com/title/tt1314655/?ref_=fn_tt_tt_1,2010,Color,Horror|Mystery|Thriller,devil|elevator|hit and run|throat slitting|trapped in an elevator,80,English,USA,PG-13,273,319,John Erick Dowdle,6.3,10000000,33583175,16000,66,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,2000,904,816,5628,104089,0,2.35
Devil's DueÂ ,http://www.imdb.com/title/tt2752758/?ref_=fn_tt_tt_1,2014,Color,Horror|Mystery,eiffel tower at night|honeymoon|implied insemination|party|taxi driver,89,English,USA,R,137,120,Matt Bettinelli-Olpin,4,7000000,15818967,0,14,Zach Gilford,Allison Miller,Vanessa Ray,971,479,270,2517,13913,0,1.85
Diamond RuffÂ ,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1,2015,Color,Action,prison|prisoner|reverend|terminal illness|two word title,82,English,USA,R,1,5,Alec Asten,4.3,500000,,62,5,Luis Sanchez,Dennis L.A. White,Fredro Starr,472,251,237,1752,53,6,
Diary of a Wimpy Kid: Dog DaysÂ ,http://www.imdb.com/title/tt2023453/?ref_=fn_tt_tt_1,2012,Color,Comedy|Family,best friend|camping|country club|no opening credits|summer vacation,94,English,USA,PG,88,35,David Bowers,6.4,22000000,49002815,0,42,Zachary Gordon,Rachael Harris,Karan Brar,975,569,517,3153,15665,2,2.35
Diary of a Wimpy Kid: Rodrick RulesÂ ,http://www.imdb.com/title/tt1650043/?ref_=fn_tt_tt_1,2011,Color,Comedy|Family,brother|middle school|no opening credits|photograph|school,99,English,USA,PG,103,45,David Bowers,6.6,21000000,52691009,0,42,Zachary Gordon,Rachael Harris,Fran Kranz,975,569,557,3567,18727,2,2.35
Diary of a Wimpy KidÂ ,http://www.imdb.com/title/tt1196141/?ref_=fn_tt_tt_1,2010,Color,Comedy|Family,cheese|diary|friend|middle school|school,94,English,USA,PG,111,103,Thor Freudenthal,6.2,15000000,64001297,0,87,ChloÃ« Grace Moretz,Zachary Gordon,Rachael Harris,17000,975,569,20154,32002,1,1.85
Dinner for SchmucksÂ ,http://www.imdb.com/title/tt0427152/?ref_=fn_tt_tt_1,2010,Color,Comedy,dinner|diorama|idiot|irs|mouse,114,English,USA,PG-13,190,264,Jay Roach,5.9,,72980108,0,116,Steve Carell,Stephanie Szostak,Bruce Greenwood,7000,1000,982,10419,80338,2,1.85
Dirty GrandpaÂ ,http://www.imdb.com/title/tt1860213/?ref_=fn_tt_tt_1,2016,Color,Comedy,female removes her clothes|fondling|voyeur|voyeurism|white panties,109,English,USA,R,158,166,Dan Mazer,6,11500000,35537564,11000,11,Robert De Niro,Zoey Deutch,Jason Mantzoukas,22000,851,411,24063,49671,1,2.35
DivergentÂ ,http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1,2014,Color,Adventure|Mystery|Sci-Fi,army|brother sister relationship|dystopia|father son relationship|narrated by character,139,English,USA,PG-13,459,713,Neil Burger,6.7,85000000,150832203,49000,168,Kate Winslet,Theo James,Mekhi Phifer,14000,5000,1000,22226,341058,2,2.35
Django UnchainedÂ ,http://www.imdb.com/title/tt1853728/?ref_=fn_tt_tt_1,2012,Color,Drama|Western,dynamite|historically inaccurate|ku klux klan|n word|slavery,165,English,USA,R,765,1193,Quentin Tarantino,8.5,100000000,162804648,199000,16000,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,29000,11000,265,40978,955174,1,2.35
Do You Believe?Â ,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,2015,Color,Drama,belief|faith|pastor|question in title|three word title,120,English,USA,PG-13,11,63,Jon Gunn,5.9,2300000,12985267,13000,16,Alexa PenaVega,Delroy Lindo,Madison Pettis,2000,848,835,6752,4977,5,
Doc Holliday's RevengeÂ ,http://www.imdb.com/title/tt3359872/?ref_=fn_tt_tt_1,2014,Color,Western,1880s|cowboy|low budget film|shoot out|wild west,84,English,USA,PG-13,1,6,David DeCoteau,3.8,1000000,,54,142,William McNamara,Tom Berenger,Randy Jay Burrell,10000,854,402,11466,93,3,1.78
Dolphin Tale 2Â ,http://www.imdb.com/title/tt2978462/?ref_=fn_tt_tt_1,2014,Color,Drama|Family,dolphin|latex gloves|medical scrubs|purple gloves|turtle,107,English,USA,PG,54,33,Charles Martin Smith,6.4,36000000,42019483,0,188,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.,11000,641,631,13904,6069,0,1.85
Dolphin TaleÂ ,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,2011,Color,Drama|Family,boy|dolphin|prosthetics|tail|trap,113,English,USA,PG,131,86,Charles Martin Smith,6.9,37000000,72279690,0,188,Morgan Freeman,Michael Roark,Harry Connick Jr.,11000,680,631,14209,17948,5,1.85
Dom HemingwayÂ ,http://www.imdb.com/title/tt2402105/?ref_=fn_tt_tt_1,2013,Color,Comedy|Crime|Drama,male frontal nudity|male nudity|male rear nudity|nudity|sex scene,93,English,UK,R,151,66,Richard Shepard,6.2,,518134,0,47,Richard E. Grant,Mark Wingett,Richard Graham,554,524,13,1105,21243,2,2.35
Don JonÂ ,http://www.imdb.com/title/tt2229499/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama|Romance,camera focus on female butt|cunnilingus|new jersey|oral sex|reference to facebook,90,English,USA,R,364,314,Joseph Gordon-Levitt,6.6,3000000,24475193,33000,23000,Joseph Gordon-Levitt,Scarlett Johansson,Tony Danza,23000,19000,694,44265,190494,1,2.35
Don't Be Afraid of the DarkÂ ,http://www.imdb.com/title/tt1270761/?ref_=fn_tt_tt_1,2010,Color,Fantasy|Horror|Thriller,basement|creature|disappearance|interior designer|mansion,99,English,USA,R,298,250,Troy Nixey,5.6,25000000,24042490,10000,24,Bailee Madison,Alan Dale,Jack Thompson,3000,441,155,3744,40776,1,1.85
DopeÂ ,http://www.imdb.com/title/tt3850214/?ref_=fn_tt_tt_1,2015,Color,Comedy|Crime|Drama,african american|geek|hip hop|party|tomboy,103,English,USA,R,180,89,Rick Famuyiwa,7.3,7000000,17474107,23000,44,Kimberly Elise,Rick Fox,Kiersey Clemons,637,256,190,1342,56605,3,2.35
Dracula UntoldÂ ,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,2014,Color,Action|Drama|Fantasy|Horror|War,death of wife|dracula|tarantula|turk|vampire,92,English,USA,PG-13,261,423,Gary Shore,6.3,70000000,55942830,37000,28,Dominic Cooper,Sarah Gadon,Zach McGowan,3000,692,423,5178,138582,1,2.35
Draft DayÂ ,http://www.imdb.com/title/tt2223990/?ref_=fn_tt_tt_1,2014,Color,Drama|Sport,cleveland browns|head coach|linebacker|nfl|team owner,110,English,USA,R,159,113,Ivan Reitman,6.8,25000000,28831145,14000,425,Jennifer Garner,Chi McBride,Patrick St. Esprit,3000,466,148,3757,39357,1,2.35
Dragon BladeÂ ,http://www.imdb.com/title/tt3672840/?ref_=fn_tt_tt_1,2015,Color,Action|Adventure|Drama|History,child fugitive|final battle|martial art|silk road|sword,103,Mandarin,China,R,68,86,Daniel Lee,6.1,65000000,72413,0,10,Si Won Choi,Peng Lin,Sung-jun Yoo,21,18,7,58,11584,3,2.35
Dragon Nest: Warriors' DawnÂ ,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,2014,Color,Adventure|Animation|Family|Fantasy,,88,English,China,,4,18,Yuefeng Song,6.4,40000000,,0,0,Blythe Auffarth,Bianca Collins,Jiao Xu,76,47,46,196,2169,0,
Dream HouseÂ ,http://www.imdb.com/title/tt1462041/?ref_=fn_tt_tt_1,2011,Color,Drama|Mystery|Thriller,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,84,English,USA,PG-13,174,137,Jim Sheridan,6,55000000,21283440,0,260,Naomi Watts,Gregory Smith,Sarah Gadon,6000,694,692,8018,46239,0,2.35
DreddÂ ,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,2012,Color,Action|Sci-Fi,brutality|dark humor|female antagonist|female warrior|post apocalypse,95,English,UK,R,432,588,Pete Travis,7.1,35000000,13401683,46000,38,Wood Harris,Jason Cope,Rakie Ayola,409,107,20,578,203458,0,2.35
DreddÂ ,http://www.imdb.com/title/tt1343727/?ref_=fn_tt_tt_1,2012,Color,Action|Sci-Fi,brutality|dark humor|female antagonist|female warrior|post apocalypse,95,English,UK,R,432,588,Pete Travis,7.1,35000000,13401683,46000,38,Wood Harris,Jason Cope,Rakie Ayola,409,107,20,578,203461,0,2.35
Drinking BuddiesÂ ,http://www.imdb.com/title/tt2265398/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama|Romance,brewery|co worker|male female friendship|u haul truck|woman wearing a string bikini,90,English,USA,R,155,106,Joe Swanberg,6.1,,342936,0,217,Olivia Wilde,Anna Kendrick,Ti West,10000,10000,243,20480,45928,5,2.35
Drive AngryÂ ,http://www.imdb.com/title/tt1502404/?ref_=fn_tt_tt_1,2011,Color,Action|Fantasy|Thriller,baby|cult|oklahoma|sex scene|waitress,104,English,USA,R,296,211,Patrick Lussier,5.5,50000000,10706786,15000,71,Nicolas Cage,Billy Burke,Katy Mixon,12000,2000,982,16481,81800,1,1.85
Drive HardÂ ,http://www.imdb.com/title/tt2968804/?ref_=fn_tt_tt_1,2014,Color,Action|Comedy|Crime,,92,English,Canada,Not Rated,30,33,Brian Trenchard-Smith,4.3,12000000,,774,53,Zoe Ventoura,Damien Garvey,Christopher Sommers,84,37,32,179,3104,2,
DriveÂ ,http://www.imdb.com/title/tt0780504/?ref_=fn_tt_tt_1,2011,Color,Crime|Drama,kissing in an elevator|mythical hero|neo noir|protective male|silent protagonist,100,English,USA,R,676,1264,Nicolas Winding Refn,7.8,15000000,35054909,81000,0,Ryan Gosling,Albert Brooks,Russ Tamblyn,33000,745,228,34337,431578,0,2.35
Dry SpellÂ ,http://www.imdb.com/title/tt2375036/?ref_=fn_tt_tt_1,2013,Color,Comedy|Romance,anti romantic comedy|dating|divorce|sex comedy|sex scene,90,English,USA,,1,3,Travis Legge,3.3,22000,,200,138,Kristen Seavey,Suzi Lorraine,Travis Legge,370,184,138,841,114,1,1.78
"Dude, Where's My Dog?!Â ",http://www.imdb.com/title/tt3109200/?ref_=fn_tt_tt_1,2014,Color,Family,,82,English,USA,PG,2,4,Stephen Langford,3.2,20000,,178,7,Kevin P. Farley,Gabriela Castillo,Brandon Middleton,143,134,50,417,73,0,1.85
Due DateÂ ,http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1,2010,Color,Comedy|Drama,actor|aspiring actor|birth|misadventure|suitcase,95,English,USA,R,307,285,Todd Phillips,6.6,65000000,100448498,25000,480,Robert Downey Jr.,RZA,Matt Walsh,21000,561,490,23018,272789,3,2.35
Dum Maaro DumÂ ,http://www.imdb.com/title/tt1618430/?ref_=fn_tt_tt_1,2011,Color,Action|Crime|Drama|Thriller,airport|drugs|loss of loved one|police|title based on song,128,Hindi,India,R,24,27,Rohan Sippy,6.2,,563699,421,4,Abhishek Bachchan,Bipasha Basu,Prateik,374,282,47,787,3266,0,
Dumb and Dumber ToÂ ,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,2014,Color,Comedy,adoption|highway travel|road trip|sequel|stupidity,109,English,USA,PG-13,218,285,Bobby Farrelly,5.7,35000000,86208010,55000,101,Bill Murray,Kathleen Turner,Rob Riggle,13000,899,839,16179,97045,1,1.85
Dutch KillsÂ ,http://www.imdb.com/title/tt2759066/?ref_=fn_tt_tt_1,2015,Color,Crime|Drama|Thriller,,90,English,USA,,,2,Joseph Mazzella,4.8,25000,,33,0,Tjasa Ferme,Mikaal Bates,Damon Owlia,313,25,9,366,57,2,
Dwegons and LeprechaunsÂ ,http://www.imdb.com/title/tt1134666/?ref_=fn_tt_tt_1,2014,Color,Animation,dwegons,98,English,USA,PG,2,3,Tom Walsh,4.8,20000000,,70,2,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,729,282,53,1092,50,4,
Dying of the LightÂ ,http://www.imdb.com/title/tt1274586/?ref_=fn_tt_tt_1,2014,Color,Drama|Thriller,cia|individualism|mental illness|religion|revenge,94,English,Bahamas,R,64,47,Paul Schrader,4.4,5000000,,0,261,Nicolas Cage,IrÃ¨ne Jacob,Tomiwa Edun,12000,316,179,12676,6964,1,2.35
Dylan Dog: Dead of NightÂ ,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1,2010,Color,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,close up of eyes|monster|quirkiness|supernatural|vomiting,107,English,USA,PG-13,138,75,Kevin Munroe,5.1,20000000,1183354,0,14,Marco St. John,Laura Spencer,Anita Briem,403,368,311,1577,13026,1,2.35
Dysfunctional FriendsÂ ,http://www.imdb.com/title/tt1653002/?ref_=fn_tt_tt_1,2012,Color,Comedy|Drama,ex boyfriend ex girlfriend relationship|gossip|inheritance|mansion|reference to howard university,111,English,USA,Not Rated,4,8,Corey Grant,5.4,1800000,,569,21,Christian Keyes,Essence Atkins,Tatyana Ali,761,713,685,4306,686,13,1.85
Earth to EchoÂ ,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,2014,Color,Adventure|Family|Sci-Fi,alien|bar|construction worker|no opening credits|no title at beginning,91,English,USA,PG,112,149,Dave Green,5.8,13000000,38916903,0,13,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,803,587,140,1921,15664,0,1.85
Easy AÂ ,http://www.imdb.com/title/tt1282140/?ref_=fn_tt_tt_1,2010,Color,Comedy|Romance,gay|gay interest|high school|school|student,92,English,USA,PG-13,262,264,Will Gluck,7.1,8000000,58401464,19000,87,Emma Stone,Dan Byrd,Fred Armisen,15000,1000,424,16982,276746,1,1.85
Easy MoneyÂ ,http://www.imdb.com/title/tt1291652/?ref_=fn_tt_tt_1,2010,Color,Action|Crime|Drama|Thriller,double life|drugs|financial crisis|first part|serbian,124,Swedish,Sweden,R,90,25,Daniel Espinosa,6.7,,188870,0,79,Fabian Bolin,Fares Fares,Matias Varela,309,254,93,857,13443,1,2.35
Eat Pray LoveÂ ,http://www.imdb.com/title/tt0879870/?ref_=fn_tt_tt_1,2010,Color,Drama|Romance,divorce|emotional balance|female protagonist|indonesia|inner peace,140,English,USA,PG-13,213,302,Ryan Murphy,5.7,60000000,80574010,26000,708,James Franco,Julia Roberts,Billy Crudup,11000,8000,745,20440,63493,1,1.85
Echo Dr.Â ,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,2013,Color,Action|Drama|Sci-Fi|Thriller,android|artificial intelligence|home invasion|security system|tech noir,81,English,USA,,5,1,Patrick Ryan Sims,3.6,100000,,17,0,Claire Gordon-Harper,Hugh Mun,Johnathan Hurley,416,18,10,459,101,2,1.78
Eddie the EagleÂ ,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,2016,Color,Biography|Comedy|Drama|Sport,1988 winter olympics|coach|ski jumper|winter|winter olympics,106,English,UK,PG-13,216,119,Dexter Fletcher,7.5,23000000,15785632,15000,452,Hugh Jackman,Taron Egerton,Tim McInnerny,20000,732,141,21195,32507,3,2.35
Eddie the EagleÂ ,http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1,2016,Color,Biography|Comedy|Drama|Sport,1988 winter olympics|coach|ski jumper|winter|winter olympics,106,English,UK,PG-13,216,119,Dexter Fletcher,7.5,23000000,15785632,15000,452,Hugh Jackman,Taron Egerton,Tim McInnerny,20000,732,141,21195,32513,3,2.35
Eddie: The Sleepwalking CannibalÂ ,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,2012,Color,Comedy|Horror,art teacher|cannibal|inspiration|painter|sleepwalking,83,English,Canada,Not Rated,56,10,Boris Rodriguez,5.7,1500000,1521,932,5,Stephen McHattie,Thure Lindhardt,Georgina Reilly,413,197,98,843,1231,0,
EdenÂ ,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,2015,Color,Drama|Thriller,flare gun|island|plane crash|soccer team|stranded,90,English,Spain,R,5,4,Shyam Madiraju,4.8,,,452,0,Jessica Lowndes,Ethan Peck,Brad Schmidt,1000,800,708,3799,1351,2,
Edge of DarknessÂ ,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,2010,Color,Crime|Drama|Mystery|Thriller,activist|detective|father daughter relationship|investigation|vigilantism,117,English,UK,R,258,256,Martin Campbell,6.6,80000000,43290977,0,258,Bojana Novakovic,Ray Winstone,Denis O'Hare,2000,1000,896,7053,75201,1,2.35
Edge of TomorrowÂ ,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,2014,Color,Action|Adventure|Sci-Fi,alien|combat|dying repeatedly|end of the world|time loop,113,English,USA,PG-13,585,741,Doug Liman,7.9,178000000,100189501,77000,218,Tom Cruise,Lara Pulver,Noah Taylor,10000,854,509,12652,431620,1,2.35
Elsa & FredÂ ,http://www.imdb.com/title/tt2113659/?ref_=fn_tt_tt_1,2014,Color,Comedy|Drama|Romance,apartment|death of protagonist|follow that car|la dolce vita|love,97,English,USA,PG-13,59,18,Michael Radford,6.5,10000000,,0,53,Chris Noth,Jared Gilman,James Brolin,962,545,499,3465,2041,0,2.35
ElysiumÂ ,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,2013,Color,Action|Drama|Sci-Fi|Thriller,christ figure|class differences|messiah|saviour|social commentary,109,English,USA,R,476,814,Neill Blomkamp,6.6,115000000,93050117,61000,662,Matt Damon,Sharlto Copley,Alice Braga,13000,2000,1000,17689,338087,0,2.35
ElzaÂ ,http://www.imdb.com/title/tt1852001/?ref_=fn_tt_tt_1,2011,Color,Drama,foreign|french,78,French,France,,2,2,Mariette Monpierre,6.7,900000,,24,0,Stana Roumillac,Christophe Cherki,Teddy Doloir,0,0,0,0,19,1,16
EmmaÂ             ,http://www.imdb.com/title/tt1366312/?ref_=fn_tt_tt_1,,Color,Comedy|Drama|Romance,friendship|love triangle|matchmaker|naivety|opposites attract,240,English,UK,,10,50,,8.2,,,0,,Romola Garai,Blake Ritson,Rupert Evans,805,432,334,2563,10388,1,1.78
EmpireÂ             ,http://www.imdb.com/title/tt3228904/?ref_=fn_tt_tt_1,,Color,Drama|Music,music business|new york city|record executive|record label|singer,42,English,USA,TV-14,22,92,,7.8,,,14000,,Ta'Rhonda Jones,Gabourey Sidibe,Malik Yoba,912,906,496,4337,27418,2,16
End of WatchÂ ,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,2012,Color,Crime|Drama|Thriller,lapd|police|police officer|south central los angeles|street gang,109,English,USA,R,355,336,David Ayer,7.7,7000000,40983001,38000,453,Jake Gyllenhaal,Anna Kendrick,America Ferrera,15000,10000,953,27788,181025,2,1.85
Ender's GameÂ ,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,2013,Color,Action|Sci-Fi,alien|future|manipulation|simulation|training,114,English,USA,PG-13,326,554,Gavin Hood,6.7,110000000,61656849,123000,151,Harrison Ford,Moises Arias,Aramis Knight,11000,635,430,12908,184561,4,2.35
Endless LoveÂ ,http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,2014,Color,Drama|Romance,brother sister relationship|high school graduation|love|sparkler|unfaithful husband,104,English,USA,PG-13,98,76,Shana Feste,6.3,20000000,23393765,0,19,Alex Pettyfer,Bruce Greenwood,Rhys Wakefield,15000,989,942,18760,31323,0,2.35
Enough SaidÂ ,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,2013,Color,Comedy|Drama|Romance,dating|divorcee|ex husband|ex wife|party,93,English,USA,PG-13,231,142,Nicole Holofcener,7.1,8000000,17536788,12000,132,Christopher Nicholas Smith,Ben Falcone,Michaela Watkins,434,265,216,1183,49240,2,1.85
Enter NowhereÂ ,http://www.imdb.com/title/tt1631707/?ref_=fn_tt_tt_1,2011,Color,Mystery|Thriller,cabin|going in circles|pac man|stranger|woods,90,English,USA,R,26,45,Jack Heller,6.6,500000,,701,0,Shaun Sipos,Katherine Waterston,Christopher Denham,322,178,120,630,5025,3,
Enter the Dangerous MindÂ ,http://www.imdb.com/title/tt2229377/?ref_=fn_tt_tt_1,2013,Color,Thriller,dubstep|tied feet,88,English,USA,,17,9,Youssef Delara,5.2,800000,,406,8,Noel Gugliemi,David Bianchi,Jason Priestley,2000,715,471,4469,704,0,2.35
EntourageÂ             ,http://www.imdb.com/title/tt0387199/?ref_=fn_tt_tt_1,,Color,Comedy|Drama,actor|fame|friendship between men|hollywood california|sitcom,28,English,USA,TV-MA,52,145,,8.5,,,0,,Debi Mazar,Kevin Connolly,Kevin Dillon,680,638,576,2867,135643,2,1.78
EpicÂ ,http://www.imdb.com/title/tt0848537/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Family|Fantasy,father daughter relationship|forest|miniature person|shrinking|sword and fantasy,102,English,USA,PG,203,113,Chris Wedge,6.7,100000000,107515297,17000,77,Josh Hutcherson,Emma Kenney,Troy Evans,14000,151,120,14552,85833,2,2.35
Ernest & CelestineÂ ,http://www.imdb.com/title/tt1816518/?ref_=fn_tt_tt_1,2012,Color,Animation|Comedy|Crime|Drama|Family,bear|dentist|friendship|mouse|prejudice,80,French,France,PG,99,32,StÃ©phane Aubier,7.9,9600000,71442,0,2,Mackenzie Foy,Megan Mullally,Lambert Wilson,6000,637,186,6829,12029,0,1.85
Escape from Planet EarthÂ ,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,2013,Color,Adventure|Animation|Comedy|Family|Sci-Fi,alien|cult film|mission control|product placement|rescue,89,English,USA,PG,83,44,Cal Brunker,5.9,40000000,57011847,0,7,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,3000,190,91,3361,20615,2,2.35
Escape from TomorrowÂ ,http://www.imdb.com/title/tt2187884/?ref_=fn_tt_tt_1,2013, Black and White,Fantasy|Horror,diarrhea|female nudity|middle aged man|sex scene|sexy nurse,90,English,USA,Not Rated,143,79,Randy Moore,5.2,,169719,0,13,Trey Loney,Lee Armstrong,Amy Lucas,977,511,432,2483,7384,0,1.85
Escape PlanÂ ,http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1,2013,Color,Action|Crime|Mystery|Sci-Fi|Thriller,cia agent|escape|muslim|prison|ship,115,English,USA,R,286,279,Mikael HÃ¥fstrÃ¶m,6.7,50000000,25121291,34000,101,Sylvester Stallone,50 Cent,Matt Gerald,13000,1000,585,15708,177653,1,2.35
